YAL045C	432	1905	1897	302	1595	1977	314	1663	1.19	0.84	1.15	0.87	1
YAL046C	394	791	933	271	662	972	282	690	1.19	0.84	1.15	0.87	1
YAL047C	1311	402	909	948	276	672	988	287	701	1.35	0.74	1.3	0.77
YAL048C	471	375	1502	967	535	1565	1008	557	0.7	1.43	0.67	1.49	1
YAL049C	501	4365	5529	801	4728	5763	834	4929	0.92	1.08	0.89	1.13	0.96
YAL051W	1485	496	989	2124	1027	1097	2214	1070	1144	0.9	1.11	0.86	1.16
YAL053W	529	3979	4767	955	3812	4969	995	3974	1.04	0.96	1	1	1
YAL054C	1539	503	1036	1856	995	861	1934	1037	897	1.2	0.83	1.15	0.87
YAL055W	488	2559	2822	721	2101	2941	751	2190	1.22	0.82	1.17	0.86	1
YAL056W	527	406	1484	1098	386	1546	1144	402	1.05	0.95	1.01	0.99	1
YAL058W	2922	451	2471	3470	672	2798	3617	700	2917	0.88	1.13	0.85	1.18
YAL059W	536	1302	2604	1316	1288	2714	1371	1343	1.01	0.99	0.97	1.03	1
YAL060W	5286	462	4824	6579	811	5768	6857	845	6012	0.84	1.2	0.8	1.25
YAL061W	1783	480	1303	2908	1102	1806	3031	1148	1883	0.72	1.39	0.69	1.45
YAL062W	3969	495	3474	5954	746	5208	6206	777	5429	0.67	1.5	0.64	1.56
YAL063C	410	1233	1245	274	971	1297	285	1012	1.27	0.79	1.22	0.82	1
YAL064W	871	373	498	632	267	365	658	278	380	1.36	0.73	1.31	0.76
YAL065C	389	1172	1089	271	818	1135	282	853	1.43	0.7	1.37	0.73	1
YAL066W	399	412	684	279	405	713	290	423	1.02	0.98	0.97	1.03	1
YAL067C	404	1233	1359	292	1067	1416	304	1112	1.16	0.87	1.11	0.9	1
YAR002AC	401	238	450	266	184	469	277	192	1.29	0.77	1.24	0.81	1
YAR002W	1208	396	812	966	259	707	1006	269	737	1.15	0.87	1.1	0.91
YAR003W	2100	424	1676	1515	287	1228	1579	299	1280	1.36	0.73	1.31	0.76
YAR007C	1860	401	1459	1376	289	1087	1434	301	1133	1.34	0.75	1.29	0.78
YAR008W	945	407	538	756	260	496	788	271	517	1.08	0.92	1.04	0.96
YAR009C	1053	387	666	749	287	462	780	299	481	1.44	0.69	1.38	0.72
YAR010C	6049	414	5635	6903	281	6622	7195	292	6903	0.85	1.18	0.82	1.23
YAR014C	958	453	505	1608	743	865	1676	774	902	0.58	1.71	0.56	1.79
YAR015W	5822	490	5332	6832	755	6077	7121	787	6334	0.88	1.14	0.84	1.19
YAR018C	1424	495	929	1608	831	777	1676	866	810	1.2	0.84	1.15	0.87
YAR019C	2845	441	2404	3268	684	2584	3406	713	2693	0.93	1.07	0.89	1.12
YAR020C	390	577	842	340	502	877	354	523	1.15	0.87	1.1	0.91	1
YAR023C	510	1165	2081	923	1158	2169	962	1207	1.01	0.99	0.97	1.04	1
YAR027W	1472	411	1061	1241	353	888	1293	367	926	1.19	0.84	1.15	0.87
YAR028W	528	915	2294	923	1371	2391	962	1429	0.67	1.5	0.64	1.56	0.88
YAR029W	932	390	542	799	339	460	832	353	479	1.18	0.85	1.13	0.88
YAR030C	464	805	2007	817	1190	2092	851	1241	0.68	1.48	0.65	1.54	0.94
YAR031W	393	1005	1207	345	862	1258	359	899	1.17	0.86	1.12	0.89	1
YAR033W	1466	468	998	1748	751	997	1822	782	1040	1	1	0.96	1.04
YAR035W	3299	405	2894	2589	298	2291	2698	310	2388	1.26	0.79	1.21	0.83
YAR037W	417	1735	1544	265	1279	1609	276	1333	1.36	0.74	1.3	0.77	1.01
YAR040C	421	1664	1494	278	1216	1557	289	1268	1.37	0.73	1.31	0.76	1.01
YAR042W	428	1159	1402	276	1126	1461	287	1174	1.03	0.97	0.99	1.01	1
YAR043C	426	1475	1698	330	1368	1769	343	1426	1.08	0.93	1.03	0.97	1
YAR044W	2442	400	2042	2260	276	1984	2355	287	2068	1.03	0.97	0.99	1.01
YAR047C	416	1311	1464	333	1131	1526	347	1179	1.16	0.86	1.11	0.9	1
YAR050W	2530	389	2141	2104	294	1810	2193	306	1887	1.18	0.85	1.13	0.88
YAR052C	427	1435	1644	327	1317	1713	340	1373	1.09	0.92	1.05	0.96	1
YAR053W	413	847	935	292	643	974	304	670	1.32	0.76	1.26	0.79	1
YAR060C	402	1149	1277	296	981	1331	308	1023	1.17	0.85	1.12	0.89	1
YAR061W	378	580	713	266	447	743	277	466	1.3	0.77	1.24	0.8	1
YAR062W	403	1832	2208	366	1842	2301	381	1920	0.99	1.01	0.95	1.05	1
YAR064W	446	151	968	697	271	1009	726	283	0.56	1.79	0.53	1.87	1
YAR068W	396	884	1063	333	730	1108	347	761	1.21	0.83	1.16	0.86	1
YAR069C	949	4743	8267	1736	6531	8617	1809	6808	0.73	1.38	0.7	1.44	0.74
