YAL034AW	394	719	871	347	524	987	393	594	1.37	0.73	1.21	0.83	1
YAL034C	404	313	91	303	225	78	343	255	88	1.17	0.86	1.03	0.97
YAL035W	4424	417	4007	3644	373	3271	4133	423	3710	1.23	0.82	1.08	0.93
YAL036C	1184	360	824	858	241	617	973	273	700	1.34	0.75	1.18	0.85
YAL037W	368	288	412	223	189	467	252	215	1.52	0.66	1.34	0.75	1
YAL038W	3794	359	3435	4591	254	4337	5207	288	4919	0.79	1.26	0.7	1.43
YAL039C	893	359	534	592	214	378	671	242	429	1.41	0.71	1.24	0.8
YAL040C	1248	389	859	987	253	734	1119	286	833	1.17	0.85	1.03	0.97
YAL041W	906	349	557	625	229	396	708	259	449	1.41	0.71	1.24	0.81
YAL042W	1379	371	1008	1150	255	895	1304	289	1015	1.13	0.89	0.99	1.01
YAL043C	734	357	377	489	216	273	554	244	310	1.38	0.72	1.22	0.82
YAL044C	1318	372	946	1340	257	1083	1519	291	1228	0.87	1.14	0.77	1.3
YAL045C	370	407	532	204	328	603	231	372	1.24	0.81	1.09	0.91	1
YAL046C	365	404	582	270	312	660	306	354	1.29	0.77	1.14	0.88	1
YAL047C	611	360	251	375	209	166	425	237	188	1.51	0.66	1.34	0.75
YAL048C	335	82	316	232	84	358	263	95	0.98	1.02	0.86	1.16	1
YAL049C	422	1813	1906	419	1487	2161	475	1686	1.22	0.82	1.08	0.93	1
YAL051W	414	328	86	325	253	72	368	286	82	1.19	0.84	1.05	0.95
YAL053W	456	2505	2750	647	2103	3119	733	2386	1.19	0.84	1.05	0.95	1
YAL054C	632	329	303	1338	255	1083	1517	289	1228	0.28	3.57	0.25	4.05
YAL055W	423	1076	1634	522	1112	1853	592	1261	0.97	1.03	0.85	1.17	1
YAL056W	324	77	313	217	96	355	246	109	0.8	1.25	0.71	1.42	1
YAL058W	1433	512	921	1088	400	688	1234	453	781	1.34	0.75	1.18	0.85
YAL059W	312	91	314	243	71	356	275	81	1.28	0.78	1.12	0.89	1
YAL060W	1921	597	1324	2269	376	1893	2573	426	2147	0.7	1.43	0.62	1.62
YAL061W	413	323	90	324	246	78	367	279	88	1.15	0.87	1.02	0.98
YAL062W	1817	950	867	2050	656	1394	2325	744	1581	0.62	1.61	0.55	1.82
YAL063C	344	318	503	273	230	570	309	261	1.38	0.72	1.22	0.82	1
YAL064W	483	356	127	293	199	94	332	225	107	1.35	0.74	1.19	0.84
YAL065C	338	483	634	271	363	719	307	412	1.33	0.75	1.17	0.85	1
YAL066W	354	156	320	219	101	362	248	114	1.54	0.65	1.37	0.73	1
YAL067C	364	347	518	310	208	587	351	236	1.67	0.6	1.47	0.68	1
YAR002AC	340	185	325	202	123	368	229	139	1.5	0.66	1.33	0.75	1
YAR002W	748	384	364	628	301	327	712	341	371	1.11	0.9	0.98	1.02
YAR003W	805	361	444	452	217	235	512	246	266	1.89	0.53	1.67	0.6
YAR007C	965	374	591	634	296	338	719	335	384	1.75	0.57	1.54	0.65
YAR008W	573	375	198	338	217	121	383	246	137	1.64	0.61	1.45	0.69
YAR009C	648	369	279	505	307	198	572	348	224	1.41	0.71	1.25	0.8
YAR010C	4823	376	4447	4446	237	4209	5042	268	4774	1.06	0.95	0.93	1.07
YAR014C	411	313	98	327	264	63	370	299	71	1.56	0.64	1.38	0.72
YAR015W	1825	843	982	2342	837	1505	2656	949	1707	0.65	1.53	0.58	1.74
YAR018C	422	319	103	390	248	142	442	281	161	0.73	1.38	0.64	1.56
YAR019C	1984	683	1301	3603	598	3005	4086	678	3408	0.43	2.31	0.38	2.62
YAR020C	339	641	894	253	641	1013	286	727	1	1	0.88	1.13	1
YAR023C	340	633	957	265	692	1085	300	785	0.91	1.09	0.81	1.24	1
YAR027W	1912	361	1551	1925	279	1646	2183	316	1867	0.94	1.06	0.83	1.2
YAR028W	370	549	803	245	558	910	277	633	0.98	1.02	0.87	1.15	1
YAR029W	1396	342	1054	1171	259	912	1328	293	1035	1.16	0.87	1.02	0.98
YAR030C	347	345	556	232	324	630	263	367	1.06	0.94	0.94	1.06	1
YAR031W	347	286	509	253	256	577	286	291	1.12	0.9	0.98	1.02	1
YAR033W	1007	366	641	976	252	724	1106	285	821	0.89	1.13	0.78	1.28
YAR035W	1145	394	751	970	325	645	1100	368	732	1.16	0.86	1.03	0.97
YAR037W	376	402	534	214	320	605	242	363	1.26	0.8	1.11	0.9	1
YAR040C	402	424	625	320	305	708	362	346	1.39	0.72	1.23	0.82	1
YAR042W	372	394	535	217	318	606	246	360	1.24	0.81	1.09	0.91	1
YAR043C	359	483	625	252	373	708	285	423	1.29	0.77	1.14	0.88	1
YAR044W	968	358	610	732	268	464	830	303	527	1.31	0.76	1.16	0.86
YAR047C	367	959	1064	259	805	1206	293	913	1.19	0.84	1.05	0.95	1
YAR050W	656	337	319	479	249	230	543	282	261	1.39	0.72	1.22	0.82
YAR052C	359	788	809	255	554	917	289	628	1.42	0.7	1.25	0.8	1
YAR053W	370	263	482	264	218	546	299	247	1.21	0.83	1.06	0.94	1
YAR060C	360	579	692	238	454	784	269	515	1.28	0.78	1.12	0.89	1
YAR061W	354	522	635	258	377	720	292	428	1.38	0.72	1.22	0.82	1
YAR062W	369	636	1689	269	1420	1915	305	1610	0.45	2.23	0.4	2.53	0.5
YAR064W	344	84	325	236	89	368	267	101	0.94	1.06	0.83	1.2	1
YAR068W	337	354	548	253	295	621	286	335	1.2	0.83	1.06	0.95	1
YAR069C	438	2520	3531	302	3229	4004	342	3662	0.78	1.28	0.69	1.45	0.74
