YAL026C	1194	321	873	1484	285	1199	1279	245	1034	0.73	1.37	0.84	1.18
YAL027W	367	421	1036	446	590	893	384	509	0.71	1.4	0.83	1.21	1
YAL028AW	334	604	1307	261	1046	1126	224	902	0.58	1.73	0.67	1.49	0.78
YAL028W	404	2308	3576	511	3065	3082	440	2642	0.75	1.33	0.87	1.14	0.91
YAL029C	1333	333	1000	1658	303	1355	1429	261	1168	0.74	1.35	0.86	1.17
YAL030W	1349	348	1001	1744	349	1395	1503	300	1203	0.72	1.39	0.83	1.2
YAL031C	1127	341	786	1508	292	1216	1299	251	1048	0.65	1.55	0.75	1.33
YAL032C	1062	355	707	1161	335	826	1000	288	712	0.86	1.17	0.99	1.01
YAL033W	749	345	404	820	281	539	706	242	464	0.75	1.33	0.87	1.15
YAL034AW	351	330	776	361	415	668	311	357	0.8	1.26	0.92	1.08	1
YAL034C	595	326	269	653	255	398	562	219	343	0.68	1.48	0.78	1.28
YAL035W	3872	408	3464	4720	411	4309	4068	354	3714	0.8	1.24	0.93	1.07
YAL036C	839	336	503	687	193	494	592	166	426	1.02	0.98	1.18	0.85
YAL037W	324	235	363	189	174	312	162	150	1.35	0.74	1.57	0.64	1
YAL038W	2002	333	1669	2618	199	2419	2256	171	2085	0.69	1.45	0.8	1.25
YAL039C	797	310	487	678	202	476	584	174	410	1.02	0.98	1.19	0.84
YAL040C	965	303	662	931	187	744	802	161	641	0.89	1.12	1.03	0.97
YAL041W	852	303	549	792	192	600	682	165	517	0.92	1.09	1.06	0.94
YAL042W	929	306	623	995	204	791	857	175	682	0.79	1.27	0.91	1.09
YAL043C	573	299	274	417	178	239	359	153	206	1.15	0.87	1.33	0.75
YAL044C	1103	326	777	1548	191	1357	1334	164	1170	0.57	1.75	0.66	1.51
YAL045C	276	341	508	215	293	437	185	252	1.16	0.86	1.35	0.74	1
YAL046C	298	296	434	171	263	374	147	227	1.13	0.89	1.3	0.77	1
YAL047C	519	303	216	369	163	206	318	140	178	1.05	0.95	1.21	0.82
YAL048C	318	185	565	251	314	487	216	271	0.59	1.7	0.68	1.46	1
YAL049C	361	977	1744	446	1298	1503	384	1119	0.75	1.33	0.87	1.15	0.97
YAL051W	926	331	595	1342	282	1060	1156	243	913	0.56	1.78	0.65	1.53
YAL053W	315	1659	2858	344	2514	2463	296	2167	0.66	1.52	0.77	1.31	0.81
YAL054C	925	336	589	1451	292	1159	1250	251	999	0.51	1.97	0.59	1.7
YAL055W	376	826	1576	443	1133	1358	381	977	0.73	1.37	0.85	1.18	0.96
YAL056W	345	293	706	267	439	608	230	378	0.67	1.5	0.78	1.29	1
YAL058W	1309	384	925	1614	400	1214	1391	344	1047	0.76	1.31	0.88	1.13
YAL059W	320	335	757	250	507	652	215	437	0.66	1.51	0.77	1.3	1
YAL060W	1604	392	1212	2527	519	2008	2178	447	1731	0.6	1.66	0.7	1.43
YAL061W	1403	328	1075	2013	302	1711	1735	260	1475	0.63	1.59	0.73	1.37
YAL062W	1641	384	1257	2548	462	2086	2196	398	1798	0.6	1.66	0.7	1.43
YAL063C	306	186	343	183	160	295	157	138	1.16	0.86	1.35	0.74	1
YAL064W	451	301	150	300	202	98	258	174	84	1.53	0.65	1.79	0.56
YAL065C	301	262	440	185	255	379	159	220	1.03	0.97	1.19	0.84	1
YAL066W	283	98	259	192	67	223	165	58	1.46	0.68	1.69	0.59	1
YAL067C	325	232	471	177	294	406	152	254	0.79	1.27	0.91	1.09	1
YAR002AC	296	154	319	185	134	274	159	115	1.15	0.87	1.34	0.75	1
YAR002W	558	307	251	409	192	217	352	165	187	1.16	0.86	1.34	0.75
YAR003W	712	282	430	499	190	309	430	163	267	1.39	0.72	1.61	0.62
YAR007C	762	315	447	562	179	383	484	154	330	1.17	0.86	1.35	0.74
YAR008W	451	303	148	296	190	106	255	163	92	1.4	0.72	1.61	0.62
YAR009C	487	311	176	320	203	117	275	174	101	1.5	0.66	1.74	0.57
YAR010C	3583	300	3283	3486	206	3280	3004	177	2827	1	1	1.16	0.86
YAR014C	544	315	229	645	258	387	555	222	333	0.59	1.69	0.69	1.45
YAR015W	1896	424	1472	2664	437	2227	2296	376	1920	0.66	1.51	0.77	1.3
YAR018C	918	350	568	1096	323	773	944	278	666	0.73	1.36	0.85	1.17
YAR019C	1264	398	866	1570	422	1148	1353	363	990	0.75	1.33	0.87	1.14
YAR020C	379	182	360	244	116	310	210	100	1.57	0.64	1.82	0.55	1
YAR023C	310	321	652	213	439	562	183	379	0.73	1.37	0.85	1.18	1
YAR027W	1001	401	600	1182	278	904	1018	239	779	0.66	1.51	0.77	1.3
YAR028W	302	328	673	213	460	580	183	397	0.71	1.4	0.83	1.21	1
YAR029W	1594	397	1197	588	284	304	506	244	262	3.94	0.25	4.57	0.22
YAR030C	293	281	535	222	313	461	191	270	0.9	1.11	1.04	0.96	1
YAR031W	426	430	1027	259	768	885	223	662	0.56	1.79	0.65	1.54	0.8
YAR033W	771	300	471	908	217	691	782	187	595	0.68	1.47	0.79	1.26
YAR035W	838	324	514	1286	202	1084	1108	174	934	0.47	2.11	0.55	1.82
YAR037W	286	310	704	194	510	606	167	439	0.61	1.65	0.71	1.42	0.96
YAR040C	333	294	692	188	504	596	162	434	0.58	1.71	0.68	1.48	0.93
YAR042W	286	416	697	193	504	600	166	434	0.83	1.21	0.96	1.04	1
YAR043C	355	185	426	198	228	367	170	197	0.81	1.23	0.94	1.06	1
YAR044W	676	306	370	653	191	462	562	164	398	0.8	1.25	0.93	1.08
YAR047C	344	306	443	201	242	381	173	208	1.26	0.79	1.47	0.68	1
YAR050W	424	302	122	291	172	119	250	148	102	1.03	0.98	1.2	0.84
YAR052C	340	272	473	188	285	407	162	245	0.95	1.05	1.11	0.9	1
YAR053W	302	190	323	183	140	278	157	121	1.36	0.74	1.57	0.64	1
YAR060C	331	212	420	199	221	362	171	191	0.96	1.04	1.11	0.9	1
YAR061W	326	271	443	186	257	381	160	221	1.05	0.95	1.23	0.82	1
YAR062W	405	785	1143	276	867	985	237	748	0.91	1.1	1.05	0.95	1
YAR064W	286	80	279	221	58	240	190	50	1.38	0.72	1.6	0.62	1
YAR068W	352	608	609	243	366	524	209	315	1.66	0.6	1.93	0.52	1.48
YAR069C	330	1205	2320	248	2072	1999	213	1786	0.58	1.72	0.67	1.48	0.73
